subject_id,algorithm,representation,constraint_handler,config_id,pop_size,max_generations,mutation_rate,seed,runtime_s,f1_best,f2_best,hypervolume,igd,spacing,delta_spread,front_size,max_archive_size,inertia,leader_method,c1,c2,alpha,initial_pheromone,evaporation_rate
1,P-ACO,direct_index,none,paco_p30_g80_a80_rho005_a10_t010,30,80,,1003,22.707170291992952,4245.33,192.39900350731546,679102.6793791669,1380.188998441235,700.3430222262031,0.9553760385777301,11,80.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p30_g80_a80_rho005_a10_t010,30,80,,1004,22.741759249998722,3658.3300000000004,211.34072511707708,696708.5709562209,1054.8359949839146,450.6758586151555,0.7901516917139109,10,80.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p30_g80_a80_rho01_a10_t010,30,80,,1000,22.78311233400018,2031.9500000000003,177.39308461323134,305702.87079104764,676.3893487306254,498.57228553222234,0.8679200550881285,8,80.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p30_g80_a80_rho01_a10_t010,30,80,,1001,22.81871950000641,2929.57,119.81614606857862,187420.5479564281,855.8600563749112,670.7368004335223,0.8559071217241505,7,80.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p30_g80_a80_rho01_a10_t010,30,80,,1002,22.752770082995994,2222.9500000000003,120.39214144489722,47694.58031804956,1320.4233490424072,263.55846567573747,0.874181522113738,4,80.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p30_g80_a80_rho01_a10_t010,30,80,,1003,22.824665041989647,1434.3300000000004,142.43673570470742,250202.1875980695,795.7240488329617,808.6677593690255,0.7970753932778277,5,80.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p30_g80_a80_rho01_a10_t010,30,80,,1004,22.843100500002038,2452.9500000000003,163.2412284284173,315405.8245631783,715.1331743086416,263.74831104240064,0.6855893224116466,6,80.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho005_a10_t010,60,40,,1000,22.59743416600395,4955.33,169.34786647608297,422716.92125996214,1853.9030076837864,492.83972708236837,0.7665808451211995,8,40.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho005_a10_t010,60,40,,1001,22.66335687499668,5349.330000000002,214.874258777565,429345.61563062726,2164.7651387300943,747.8668483200851,0.9423871303188045,6,40.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho005_a10_t010,60,40,,1002,22.63490679199458,5238.33,199.6592882444519,518290.2127392051,2024.0465686111609,236.96626782327112,0.8476796707907983,17,40.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho005_a10_t010,60,40,,1003,22.634225375004462,4332.33,222.0797867464726,1072184.2372431268,1421.7774165491444,1072.4058142945848,0.7496947616248949,8,40.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho005_a10_t010,60,40,,1004,22.63964962499449,4755.33,190.2392079981966,419748.5614752532,1735.2468129129686,360.64382575571057,0.803736041435208,8,40.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho01_a10_t010,60,40,,1000,22.6094730420009,3339.9500000000003,186.7135639907314,490884.59443712916,891.8010201542476,462.6759716319147,0.8038307208958558,12,40.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho01_a10_t010,60,40,,1001,22.64370866700483,3976.3300000000004,215.40503088780943,1089767.5557013412,1158.4590105463187,567.3767924735515,0.6551274228973885,9,40.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho01_a10_t010,60,40,,1002,22.607482499995967,3390.9500000000003,246.69124100275087,835302.1986391353,937.5362267793658,514.6327968594246,0.7693610157197581,8,40.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho01_a10_t010,60,40,,1003,22.669739707998815,4038.3300000000004,176.27280095233456,403458.8202011245,1293.0876562376768,493.91077653090474,0.8168505889786356,10,40.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p60_g40_a40_rho01_a10_t010,60,40,,1004,22.748186666009133,3886.3300000000004,245.707723388125,932960.0967826756,1171.5173761612543,421.0906604817669,0.6799150272536525,9,40.0,,,,,1.0,1.0,0.1
1,P-ACO,direct_index,none,paco_p60_g40_a80_rho005_a10_t010,60,40,,1000,22.666163792004227,4955.33,169.34786647608297,422716.92125996214,1853.9030076837864,492.83972708236837,0.7665808451211995,8,80.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a80_rho005_a10_t010,60,40,,1001,22.702181708998978,5349.330000000002,214.874258777565,429345.61563062726,2164.7651387300943,747.8668483200851,0.9423871303188045,6,80.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a80_rho005_a10_t010,60,40,,1002,22.612005875009345,5238.33,199.6592882444519,518290.2127392051,2024.0465686111609,236.96626782327112,0.8476796707907983,17,80.0,,,,,1.0,1.0,0.05
1,P-ACO,direct_index,none,paco_p60_g40_a80_rho005_a10_t010,60,40,,1003,22.62551495799562,4332.33,222.0797867464726,1072184.2372431268,1421.7774165491444,1072.4058142945848,0.7496947616248949,8,80.0,,,,,1.0,1.0,0.05
