subject_id,config_id,algorithm,representation,constraint_handler,seed,runtime_s,f1_best,f2_best,front_size,hypervolume,igd,spacing,delta_spread
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,106,2.744245542009594,2357.9500000000003,164.4306694570691,80,1010621.709351117,268.74553955684337,99.69906669983577,0.8624425507386472
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,107,2.763790000011795,2146.3300000000004,164.94083536411168,80,1221024.5575410405,209.08619091586004,95.23342396311189,0.8247583199620094
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,108,2.808890624990454,2190.9500000000003,171.86868270707316,80,1051483.119359376,218.7360034009979,110.03881610769187,0.8296307201836993
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,109,2.8095101670041913,2372.9500000000003,178.08047632202255,80,1139550.4435959994,287.91766862765763,107.78241967668333,0.7963161539006066
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,110,2.771364125001128,2219.9500000000003,171.0131419224379,80,1275865.5636778434,233.3859236272241,114.37981997217504,0.8650634424950154
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,111,2.7604331670008833,1889.3300000000004,243.24130404361017,80,1379896.6554386185,181.5680122962837,103.17572187292517,0.8430731048238939
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,112,2.8656282079900848,1883.5700000000002,239.84653290764496,80,1825991.1122155658,169.02279715556435,104.57046932279327,0.7512866509661899
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,113,2.7953783749981085,1582.3300000000004,223.37444671825784,80,1718207.969908674,149.53417008692605,161.9550065766816,0.860773851584739
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,114,2.7909384170052363,2217.9500000000003,164.49677661922524,80,1054808.360594445,227.65630352382203,126.49729062651843,0.850850643766043
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,115,2.801501833993825,1417.9500000000003,279.37075145789765,80,1747731.5950679998,124.84846314810828,124.11845827208873,0.7789401465453611
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,116,2.7442796250106767,1676.9500000000003,242.685058047624,80,1511937.0759125978,171.14675242948883,83.65630414217071,0.7382925097183396
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,117,2.768224250001367,1916.9500000000003,224.23362186300102,80,1528022.6985435763,187.0276958496635,127.96525178861371,0.8400402791521845
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,118,2.7805796669999836,1982.9500000000003,204.41368359227397,80,2929120.3034622925,180.1614919191195,127.83438313236896,0.7812161966668196
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,119,2.7292077080055606,2026.3300000000004,183.82231470496998,80,1241134.8472328698,203.660969656561,132.53611296168194,0.9166197840611882
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,120,2.7777579160028836,2068.57,171.385145658518,80,879742.5829270763,291.91023767717127,58.80288491360801,0.7674378557570164
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,121,2.720556416999898,2054.57,237.8804480309326,80,1333223.1863726822,201.61367095224946,121.03122762489483,0.8247615997192631
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,122,2.713097125000786,1940.9500000000003,189.53490022940235,80,1288602.1813180838,189.91913814100928,131.14538093686744,0.7871690760117996
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,123,2.761225624999497,1503.9500000000003,198.49878277069044,80,1538214.057439391,109.2809997767615,87.61354847140969,0.710114410367424
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,124,2.7864314159960486,1710.9500000000003,228.9562739233719,80,1302501.6597319045,136.8552589211377,84.37662759054781,0.7174477738732492
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,125,2.7675743750005495,1747.5700000000002,207.0248805889494,80,1639402.6521721971,169.14471705421698,157.9902278229947,0.8192360490593333
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,126,2.7179623749980237,2380.9500000000003,132.5198965150233,80,1391359.424491939,286.68428528863615,89.80908024993056,0.8231588880064036
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,127,2.7659872920048656,2427.57,172.71630955907648,80,1031232.9139055745,305.9513872023549,109.65832934659278,0.8378088403965297
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,128,2.7327033339970512,1746.5700000000002,204.86386841921416,80,1606698.7822549301,149.417690511668,160.01696285568252,0.9012538930818196
1,nsga2_di_penalty,NSGA-II,direct_index,penalty,129,2.7626066249940777,1550.3300000000004,300.2301393408512,80,2562326.6287812004,131.80915555756127,180.26940065155847,0.8957477835923855
1,nsga2_di_death,NSGA-II,direct_index,death_penalty,100,2.7613254169991706,2100.3300000000004,191.91483201432956,80,1280905.6172863338,233.7794754656352,96.77490642672636,0.8933541732698461
1,nsga2_di_death,NSGA-II,direct_index,death_penalty,101,2.7402356670063455,2229.3300000000004,185.89063936398202,80,1285172.018377143,244.21807952969013,99.44497254282484,0.7736960850207667
